energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,model_hrnet18,model_pcb,hyperparam_dropout,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,perf_map,perf_rank1,perf_rank5
96906.18,8691.19,105597.37,203.7117003431188,288.35,14.12,534335.7900000006,78.13915364086924,84.0,85.2089210827297,100.0,False,2025-12-31T05:36:15.048336,False,False,0.3022615486313996,0.0365972378785975,46.0,8394.0,0.726063,0.894299,0.95962
88283.11,7851.34,96134.45,203.94562891767708,289.26,15.16,488041.8900000013,78.16757208524864,85.0,84.83911408274133,100.0,False,2025-12-31T06:17:21.614340,False,False,0.3740566101422958,0.0643887594884586,42.0,9288.0,0.724662,0.893409,0.962886
118535.31,9806.49,128341.8,203.16820154153675,291.76,13.17,711698.2100000032,77.7813302883243,84.0,87.4730231230374,99.0,False,2025-12-31T07:17:26.603985,False,False,0.568886060444693,0.0408288525959348,63.0,6047.0,0.744621,0.898456,0.959026
117092.32,9661.54,126753.86,216.2097838616719,291.63,9.51,750247.9500000015,77.88559077809798,84.0,85.19048991354467,99.0,False,2025-12-31T08:16:57.573769,False,False,0.3062766209113144,0.0700907698266854,65.0,2386.0,0.752744,0.902019,0.96348
109923.6,7746.22,117669.82,228.82841742286797,294.7,90.17,630422.2900000012,78.6595281306715,84.0,89.7415607985481,99.0,True,2025-12-31T09:05:39.369592,False,False,0.5732519069027695,0.0488191404058311,45.0,6443.0,0.721362,0.888361,0.960214
160756.76,11325.63,172082.39,229.76259424603168,293.72,19.05,926402.7799999998,78.92137896825396,84.0,90.12549603174604,99.0,True,2025-12-31T10:16:13.381004,False,False,0.4288092957039543,0.043040460222236,67.0,6746.0,0.728877,0.88747,0.962886
135976.8,9652.4,145629.2,227.7272212441317,293.32,89.84,776094.3700000008,78.70892018779342,84.0,90.14025821596243,99.0,True,2025-12-31T11:16:05.351589,False,False,0.4316601731819103,0.031286622652593,56.0,5748.0,0.73851,0.896378,0.95962
135492.88,9574.01,145066.89,228.5940317367024,294.86,88.82,777905.4899999982,78.70290919776667,84.0,89.70202762268586,99.0,True,2025-12-31T12:15:52.295766,False,False,0.3914608125646482,0.0451427062987433,56.0,54.0,0.741163,0.897565,0.959323
143847.3,10207.74,154055.04,227.30853692393097,293.88,89.89,818765.3499999994,78.53747917823432,84.0,90.33259300388671,100.0,True,2025-12-31T13:19:04.260694,False,False,0.5270568678927156,0.032385669949415,59.0,582.0,0.7243,0.892815,0.955166
120827.53,9919.06,130746.59,238.41554356622623,255.68,14.82,883806.4200000007,82.21931480981927,84.0,66.94254113838683,79.0,False,2025-12-31T14:23:38.930571,True,False,0.5513233393196361,0.0614576807411316,53.0,6585.0,0.610067,0.834323,0.936461
132185.61,10982.7,143168.31,235.52923872875104,259.58,13.4,956013.1800000004,82.48928307464892,84.0,67.40872135994087,81.0,False,2025-12-31T15:33:15.042825,True,False,0.5195976616185731,0.0682265866587926,58.0,1606.0,0.692938,0.875,0.953979
147122.55,12326.99,159449.54,235.3303997349824,259.68,14.59,1065576.0500000005,82.50110424028269,84.0,67.7946113074205,81.0,False,2025-12-31T16:50:52.317233,True,False,0.3747065385406993,0.0410377172056041,65.0,8784.0,0.77334,0.913895,0.965855
83396.77,6902.78,90299.55,235.8776751467713,257.64,14.5,602667.4600000007,82.4187866927593,84.0,66.906457925636,79.0,False,2025-12-31T17:34:44.691137,True,False,0.3064062737224819,0.0254240275383937,36.0,1328.0,0.763533,0.905582,0.962292
94001.88,7910.01,101911.89,236.0780893042576,258.02,13.68,682029.6000000001,82.44894427137417,84.0,67.05019037729318,79.0,False,2025-12-31T18:24:19.288893,True,False,0.4259578399093254,0.0520003517357183,41.0,1329.0,0.746462,0.904988,0.966746
266667.07,19074.08,285741.15,238.0940899795513,271.93,89.74,1629992.1400000085,82.46684195150453,84.0,80.51519135261466,91.0,True,2025-12-31T20:22:59.569618,True,False,0.5185545334284049,0.0621877447157311,90.0,3023.0,0.663715,0.857779,0.944181
261523.15,18626.04,280149.19,237.265239017126,274.91,89.58,1593236.0800000008,82.29664929262844,84.0,80.51481757259866,91.0,True,2025-12-31T22:19:25.524797,True,False,0.5543402585499866,0.0537798380319942,88.0,2045.0,0.720523,0.894299,0.960808
161296.61,11407.15,172703.76,238.61423503860968,272.68,89.45,988817.3899999984,82.15612934362935,84.0,80.12982625482626,90.0,True,2025-12-31T23:31:52.850623,True,False,0.5417129441573907,0.0275843417807421,54.0,3543.0,0.777079,0.913599,0.966746
208103.49,15000.55,223104.04,238.746678484792,269.08,90.86,1279443.4500000002,82.08303788020153,84.0,80.17279343161037,90.0,True,2026-01-01T01:05:06.761767,True,False,0.5527135179229264,0.0283210259361621,70.0,960.0,0.763398,0.908551,0.961995
228769.83,16146.46,244916.29,238.8564562776459,271.83,89.47,1403998.2500000026,82.14426675740047,84.0,80.32068730860837,90.0,True,2026-01-01T02:47:13.918001,True,False,0.5264574190043114,0.0428411107201209,77.0,6669.0,0.7555,0.903504,0.965261
177060.64,13955.52,191016.16,232.01028671057696,317.92,14.22,1197637.0999999982,79.75803951956605,84.0,97.0350639287098,100.0,False,2026-01-01T04:16:43.751884,False,True,0.5002766114221849,0.0533656917897238,74.0,2409.0,0.771823,0.925178,0.968824
169700.8,13471.52,183172.32,233.20734141414124,316.65,11.22,1154376.3399999992,79.75636363636363,84.0,96.99373737373736,100.0,False,2026-01-01T05:41:35.101300,False,True,0.4600276508201041,0.0536744567942137,71.0,4350.0,0.778142,0.928444,0.970606
206547.13,16464.64,223011.77,235.02199734572068,318.15,14.11,1416712.6000000043,79.86114797611148,84.0,97.28500331785004,100.0,False,2026-01-01T07:24:52.908174,False,True,0.5245543529492258,0.0328204689306832,87.0,3851.0,0.768541,0.925178,0.971496
100340.07,8002.05,108342.12,233.8841358024691,318.35,13.13,682006.1399999999,79.51063100137175,84.0,96.1755829903978,100.0,False,2026-01-01T08:14:57.085020,False,True,0.4321790124939367,0.0620295487623137,41.0,4158.0,0.777609,0.932304,0.975059
153572.46,12101.87,165674.33,234.93984539547355,318.35,12.27,1048536.5299999984,79.73425946672641,84.0,96.99955187093884,100.0,False,2026-01-01T09:31:29.373508,False,True,0.3994739920241816,0.0513124728990428,64.0,2972.0,0.778621,0.925772,0.972981
192382.03,13061.39,205443.42,237.6318901283936,312.95,89.88,1128989.109999998,80.48768680277836,84.0,97.4758998105662,100.0,True,2026-01-01T10:54:19.560128,False,True,0.3449725541955811,0.0552209545852715,57.0,6096.0,0.77592,0.92785,0.971496
245951.12,16617.47,262568.59,236.118651815182,310.17,90.32,1430879.0300000028,80.65214521452145,85.0,97.68201320132012,100.0,True,2026-01-01T12:39:33.351481,False,True,0.3122851261078569,0.0252992831982245,73.0,9226.0,0.775648,0.923397,0.970012
284188.81,19310.65,303499.46,236.9762804270454,310.81,91.21,1664758.3699999938,80.64540925266904,85.0,97.81338078291814,100.0,True,2026-01-01T14:41:18.273038,False,True,0.5723767475737533,0.0455910883949992,85.0,256.0,0.768296,0.915083,0.965855
137561.24,9431.42,146992.66,236.08490115078163,310.72,90.66,800091.7299999989,80.46296842726468,85.0,96.87046326349956,100.0,True,2026-01-01T15:40:50.760644,False,True,0.3455821615889406,0.0286559728310437,40.0,2169.0,0.776104,0.929335,0.97595
219114.81,14828.34,233943.15,236.87730185185228,312.16,89.24,1279137.4300000025,80.84444444444445,84.0,97.57055555555556,100.0,True,2026-01-01T17:14:47.053016,False,True,0.3586381492570928,0.0263111751892352,65.0,2389.0,0.778914,0.926069,0.973278
184688.77,12924.68,197613.45,217.49704648648577,293.52,90.14,1005923.8399999968,78.64605405405405,84.0,90.65427027027027,99.0,True,2026-01-07T16:11:39.099928,False,False,0.5927177959376558,0.0694974083936389,76.0,623.0,0.643214,0.84234,0.937945
161167.82,11170.58,172338.4,216.771478541305,292.9,82.32,873805.8300000004,78.56462416273878,84.0,90.839990076904,100.0,True,2026-01-07T17:22:12.148106,False,False,0.3056465117408826,0.0401552071515869,66.0,7937.0,0.734273,0.901425,0.960808
171642.78,11795.67,183438.45,215.9877793296092,294.36,89.77,927883.500000001,78.66364059590316,84.0,90.81680633147114,99.0,True,2026-01-07T18:37:16.060987,False,False,0.3626903564684031,0.0649930946473932,70.0,8170.0,0.734927,0.900534,0.965558
113636.27,7793.09,121429.36,217.06690518153013,293.2,22.02,615818.810000001,78.33239337328163,84.0,90.05075784279168,100.0,True,2026-01-07T19:27:22.165564,False,False,0.587948773656541,0.0586192380282161,46.0,9974.0,0.723127,0.888658,0.959323
117768.04,8153.49,125921.53,220.01723071695577,293.96,89.73,647510.7100000008,78.33673122663949,84.0,90.36527353041114,100.0,True,2026-01-07T20:19:16.959291,False,False,0.3661827500260017,0.038397119420514,48.0,7128.0,0.729705,0.898159,0.964371
156292.9,10853.2,167146.1,210.71306687163735,293.4,89.6,822413.1000000007,78.15526518063028,84.0,91.1724314629772,100.0,True,2026-01-07T21:27:37.463156,False,False,0.4231594016117366,0.0295631556393401,63.0,8524.0,0.733931,0.895784,0.957245
103952.9,7248.38,111201.28,218.00346287033523,293.23,89.87,566591.0000000013,78.18314736437091,84.0,90.08734128510966,100.0,True,2026-01-07T22:13:39.329946,False,False,0.3311638764098268,0.0480270799716061,42.0,1773.0,0.737759,0.901722,0.96348
204307.95,14193.29,218501.24,211.846086530932,295.75,91.25,1082109.8100000008,78.33672670321064,84.0,91.43069694596711,100.0,True,2026-01-07T23:42:36.249003,False,False,0.5205718252495468,0.0739744237537355,83.0,2076.0,0.742407,0.899941,0.961401
195960.48,13570.78,209531.26,209.94053254437927,294.94,91.13,1028918.5500000028,78.3746174250153,84.0,91.5584574576617,100.0,True,2026-01-08T01:08:00.504404,False,False,0.3843699780909541,0.0488688381783045,79.0,8246.0,0.759402,0.908848,0.965855
142456.99,9918.52,152375.51,207.79460241640865,295.12,90.43,739540.9899999982,78.2548468670975,84.0,91.15509974711998,100.0,True,2026-01-08T02:10:27.634055,False,False,0.4267272741593554,0.0455100924429597,57.0,9417.0,0.742412,0.89519,0.96348
208325.45,14394.87,222720.32,207.133404418828,294.31,91.05,1078129.3699999996,78.34658981748319,84.0,91.5339097022094,100.0,True,2026-01-08T03:41:04.138835,False,False,0.559248190818493,0.0602787299230357,84.0,1540.0,0.736081,0.896081,0.962292
93775.73,6532.36,100308.09,208.4357344150301,293.99,90.37,488156.4900000005,78.25533731853118,84.0,90.95644748078566,100.0,True,2026-01-08T04:22:41.493966,False,False,0.5411753989243424,0.0519054314890872,37.0,9336.0,0.734157,0.89519,0.961401
162268.63,11327.72,173596.35,207.0685204332843,295.35,91.28,841112.3300000009,78.06917774495322,84.0,91.540866568193,100.0,True,2026-01-08T05:33:44.089835,False,False,0.4481534556278774,0.0264659866309416,65.0,1638.0,0.733139,0.903207,0.962589
129545.32,9034.95,138580.27,207.7541229153794,294.13,90.3,672707.8499999986,78.27856701667696,84.0,90.94039530574427,100.0,True,2026-01-08T06:30:41.585117,False,False,0.4532525310118377,0.0566811429145809,52.0,3205.0,0.74252,0.900534,0.960808
205473.28,14327.46,219800.74,208.6139587789229,294.85,89.94,1072901.5900000003,78.3544623760451,84.0,91.54287380906086,100.0,True,2026-01-08T08:00:14.243524,False,False,0.5614382135002267,0.0497786448267263,83.0,8995.0,0.743162,0.89905,0.963777
113552.68,7973.15,121525.83,211.8724420238932,292.61,89.92,602988.97,78.26001405481378,84.0,90.54884047786366,100.0,True,2026-01-08T08:50:29.344966,False,False,0.3400569489190305,0.0747043808344376,46.0,6574.0,0.736563,0.896675,0.962292
213052.23,15030.03,228082.26,222.1370091708772,294.44,89.84,1186878.0399999968,78.52929066067752,84.0,90.98259404828748,100.0,True,2026-01-08T10:23:28.030092,False,False,0.5353485258480062,0.0292312276830014,88.0,422.0,0.73516,0.895487,0.957245
88302.35,6282.87,94585.22,227.6258926961229,292.22,89.6,504874.2300000006,78.6190261496844,84.0,89.18620378719567,99.0,True,2026-01-08T11:02:58.151937,False,False,0.3988262473915864,0.0680710641686372,36.0,2815.0,0.726849,0.887767,0.961698
185904.28,13137.1,199041.38,225.29836297407297,296.3,89.46,1051467.4599999986,78.21919862866937,84.0,90.50932076280266,100.0,True,2026-01-08T12:24:21.546056,False,False,0.314049239834254,0.0296458600819181,77.0,2359.0,0.725142,0.897862,0.95962
122819.66,8667.71,131487.37,212.45935609756097,293.38,89.81,653312.52,77.72325203252032,84.0,90.8959349593496,99.0,True,2026-01-08T13:18:31.254831,False,False,0.5041319883917657,0.0546869987944133,50.0,864.0,0.742006,0.898456,0.965261
137929.45,9713.36,147642.81,214.5205947200465,294.18,89.73,739452.4900000003,78.27038004061502,84.0,90.61444734551785,100.0,True,2026-01-08T14:19:03.193513,False,False,0.3971587013417767,0.0507195784463053,56.0,6767.0,0.747636,0.906473,0.965558
109322.82,8887.35,118210.17,241.9808695652181,257.53,11.46,812571.7600000022,80.15664085765337,83.0,66.53990470518166,78.0,False,2026-01-06T23:05:40.829978,True,False,0.3475824584747278,0.0709679256421712,48.0,4584.0,0.635076,0.840261,0.935273
146183.66,11982.13,158165.79,241.8711755520854,259.06,13.49,1084308.4799999988,82.260093687263,84.0,66.5911220165068,79.0,False,2026-01-07T00:22:32.690287,True,False,0.4237658135361701,0.0452847710087323,64.0,7112.0,0.770611,0.905582,0.968527
99103.59,7974.58,107078.17,241.87120026307105,259.53,14.28,735530.319999999,82.14534692535351,83.0,66.33673133837553,81.0,False,2026-01-07T01:14:43.791966,True,False,0.4564696757828411,0.0278144524435489,43.0,9678.0,0.7728,0.917458,0.968824
72165.26,5866.07,78031.33,241.5188527551944,257.74,13.23,534722.7400000003,82.07226738934057,83.0,66.31616982836495,78.0,False,2026-01-07T01:52:45.173415,True,False,0.5393477287699056,0.0402238147232221,31.0,6447.0,0.697153,0.879454,0.962886
128210.62,10300.27,138510.89,242.550135376756,255.36,14.44,949583.7799999996,82.11800766283525,83.0,66.47509578544062,79.0,False,2026-01-07T02:59:53.145599,True,False,0.5435879596100153,0.0651135064553819,56.0,5846.0,0.626448,0.8462,0.936461
78607.51,6224.02,84831.53,241.886921161826,255.8,12.75,582947.4800000007,82.08755186721991,84.0,66.38672199170125,79.0,False,2026-01-07T03:41:16.376006,True,False,0.549566291926527,0.0429037170323319,34.0,6202.0,0.736843,0.898159,0.962589
209299.44,14816.11,224115.55,234.2768306316377,274.96,90.51,1257363.7499999993,82.84386062977455,85.0,80.35904602198622,90.0,True,2026-01-08T15:52:26.001364,True,False,0.3012827091650035,0.055989677835205,70.0,5922.0,0.768477,0.916271,0.968824
218226.08,15194.73,233420.81,232.39681306909443,272.11,91.53,1301654.549999998,82.90948044991966,85.0,80.60078557400465,90.0,True,2026-01-08T17:29:47.250736,True,False,0.4275064664830511,0.0453636765794616,73.0,1333.0,0.757446,0.912411,0.966152
218650.92,15122.7,233773.62,230.811042484827,275.15,90.38,1293003.460000001,82.8468404141378,85.0,80.6419136022849,91.0,True,2026-01-08T19:07:09.605632,True,False,0.5138865686722195,0.0443475825325082,73.0,3200.0,0.765243,0.908848,0.962292
134224.29,9422.69,143646.98,231.5001947674418,266.43,91.23,796360.6699999998,82.88168604651163,85.0,80.10988372093023,90.0,True,2026-01-08T20:07:32.988626,True,False,0.5463035040933554,0.0416598430974532,44.0,1664.0,0.748273,0.902613,0.95962
227041.04,15984.34,243025.38,234.03333733493443,266.43,91.72,1364648.3900000027,82.82781684102213,84.0,80.38981306808438,90.0,True,2026-01-08T21:48:50.226573,True,False,0.4456905859866583,0.0390304822388746,76.0,7624.0,0.769321,0.915677,0.966746
162608.38,11475.17,174083.55,234.9914495192304,270.29,90.0,977564.4299999984,82.76634615384616,84.0,80.23629807692308,90.0,True,2026-01-08T23:01:34.212240,True,False,0.518676214176792,0.0296131011041838,54.0,7682.0,0.764856,0.910926,0.965855
210035.54,14630.24,224665.78,230.2357610109648,264.2,90.93,1238898.6300000015,82.90001858390633,85.0,80.54023415721984,91.0,True,2026-01-09T00:35:10.115452,True,False,0.4006905780644629,0.0550941621166567,70.0,2760.0,0.733932,0.894596,0.963777
130519.31,9127.52,139646.83,228.75520347097583,270.52,90.29,764499.8900000012,82.91113105924596,85.0,80.64003590664272,91.0,True,2026-01-09T01:33:52.909255,True,False,0.5592329600743684,0.0700631280265153,43.0,958.0,0.568987,0.797803,0.918943
216377.0,15111.77,231488.77,229.62141155234693,268.29,90.7,1272102.620000002,82.97129963898917,85.0,80.54079422382671,90.0,True,2026-01-09T03:10:11.405750,True,False,0.425674780502244,0.0680626818368968,72.0,5143.0,0.736392,0.88747,0.959917
248471.33,17378.8,265850.13,229.6118351942132,271.16,89.77,1460101.6600000015,82.97247994967762,85.0,80.76662997326623,91.0,True,2026-01-09T05:00:30.930633,True,False,0.5444963125566366,0.0578759479220003,83.0,4185.0,0.69806,0.876188,0.951603
98651.94,6973.24,105625.18,229.9118938193343,270.34,90.96,580297.6199999998,82.81180665610142,85.0,79.973058637084,91.0,True,2026-01-09T05:45:14.383259,True,False,0.4440978484299876,0.025203540264015,32.0,4966.0,0.75101,0.902613,0.964667
139207.96,9803.37,149011.33,230.24108646827685,269.17,91.47,820118.7500000021,82.90651319483436,85.0,80.67827063447501,91.0,True,2026-01-09T06:47:44.342296,True,False,0.3284561860952502,0.035712434419951,46.0,9155.0,0.77077,0.911223,0.970012
192454.44,13502.32,205956.76,230.22516436688224,272.37,92.37,1134549.6099999957,82.94703733766234,85.0,80.61566558441558,91.0,True,2026-01-09T08:13:34.447404,True,False,0.3153685669383819,0.0575798330476864,64.0,969.0,0.76004,0.910333,0.967933
206667.7,15921.45,222589.15,236.43107986688884,317.59,13.4,1420950.790000002,79.95357737104825,84.0,97.18635607321131,100.0,False,2026-01-07T05:25:16.754735,False,True,0.3746370838482211,0.0427545725596517,87.0,4008.0,0.769423,0.922506,0.970606
137220.98,10549.72,147770.7,234.6352404809621,316.96,11.99,936663.8800000008,79.75125250501002,84.0,96.81437875751504,100.0,False,2026-01-07T06:33:46.235605,False,True,0.3068233235659028,0.0375620194319722,57.0,1086.0,0.780154,0.933195,0.975356
109418.77,8394.04,117812.81,233.35604519773975,317.3,11.85,743472.3599999989,79.55147520401758,84.0,96.54048964218455,100.0,False,2026-01-07T07:28:27.817336,False,True,0.4180206939386227,0.0456944004231604,45.0,4175.0,0.775661,0.923694,0.974762
95708.79,7333.74,103042.53,234.743022751896,318.01,13.6,650003.4299999999,79.68544600938966,84.0,96.056338028169,100.0,False,2026-01-07T08:16:01.780383,False,True,0.3642599205715232,0.0390711121105073,39.0,9471.0,0.779107,0.921615,0.973872
104652.52,8095.25,112747.77,234.2976141965171,317.77,12.74,712967.6400000015,79.70555372987184,85.0,96.39171869865264,100.0,False,2026-01-07T09:08:16.404027,False,True,0.4995368751108684,0.0360991958120724,43.0,5559.0,0.77792,0.931413,0.971496
141738.16,10858.99,152597.15,233.44111596312445,317.97,13.94,962244.279999999,79.73144104803494,85.0,96.8833090732654,100.0,False,2026-01-07T10:18:59.534831,False,True,0.5191958549009935,0.0566665173773171,59.0,2509.0,0.779698,0.929632,0.972387
100958.36,7762.85,108721.21,226.1740736949843,316.42,14.6,662916.2099999989,79.71579665643125,84.0,96.16137836915728,100.0,False,2026-01-07T11:09:19.247925,False,True,0.5595795248620584,0.0698008919037739,41.0,4277.0,0.777632,0.929929,0.972684
183809.47,12481.94,196291.41,220.29591841234864,310.73,90.66,999041.990000001,80.290407938258,85.0,97.33076074972436,100.0,True,2026-01-09T09:32:43.300832,False,True,0.3431371644829141,0.0332931891091884,53.0,7342.0,0.776158,0.930523,0.973575
120600.09,8298.05,128898.14,218.44627101546715,308.27,89.95,649659.2099999993,80.27336919973101,85.0,96.7925353059852,100.0,True,2026-01-09T10:25:09.787725,False,True,0.392150019647758,0.0356557262523717,34.0,3235.0,0.777767,0.925772,0.973872
145284.95,9895.46,155180.41,213.37180675788895,307.97,85.99,764084.4400000004,80.15107511868193,85.0,97.1108628874616,100.0,True,2026-01-09T11:28:01.592527,False,True,0.5222322578158565,0.038936546303629,41.0,2423.0,0.777407,0.925475,0.972981
191093.06,13137.67,204230.73,218.39526717557288,310.83,90.4,1029952.0800000016,80.25148430873622,85.0,97.4067005937235,100.0,True,2026-01-09T12:50:16.205460,False,True,0.4889833518164446,0.037329544284347,55.0,4008.0,0.778372,0.925772,0.974762
209749.79,14363.64,224113.43,207.0311845676624,310.98,91.7,1067866.8500000024,80.14773167894533,86.0,97.57018224117876,100.0,True,2026-01-09T14:20:04.570358,False,True,0.3511072889867959,0.0319670504638741,59.0,2346.0,0.776278,0.927257,0.972387
201647.12,13798.55,215445.67,209.39492137096744,312.35,90.52,1038598.8099999984,80.08508064516128,86.0,97.52318548387096,100.0,True,2026-01-09T15:46:29.671875,False,True,0.4738276639615734,0.0402560036814598,57.0,2089.0,0.776595,0.92696,0.972387
163434.32,11155.83,174590.15,210.8046136645963,311.96,91.26,848488.5700000001,80.15950310559006,85.0,97.2944099378882,100.0,True,2026-01-09T16:56:54.640517,False,True,0.4984672970798713,0.0393153961236346,46.0,3372.0,0.775477,0.923694,0.970903
238607.31,16364.96,254972.27,210.7655600883903,312.58,90.42,1239933.79,80.00543940166581,85.0,97.57470678225395,100.0,True,2026-01-09T18:39:08.019064,False,True,0.420491223397217,0.0321818076489753,68.0,8162.0,0.776818,0.925178,0.970012
221332.66,15147.77,236480.43,211.6355972759064,310.43,91.04,1149816.1999999995,80.10914780047855,85.0,97.58807288790724,100.0,True,2026-01-09T20:13:39.193911,False,True,0.4666241461040993,0.0637125410152186,63.0,936.0,0.773884,0.924584,0.970309
286373.35,19848.89,306222.24,217.32839523674488,309.54,91.17,1533034.4999999984,80.2649560533031,85.0,97.80351573575275,100.0,True,2026-01-09T22:15:54.074603,False,True,0.4197669218083774,0.0286471679841859,83.0,4569.0,0.770328,0.9231,0.972684
158144.81,10988.76,169133.57,218.96509511568092,311.13,24.75,851774.2199999989,80.12956298200514,85.0,97.26940874035988,100.0,True,2026-01-09T23:24:01.423770,False,True,0.4569312715368465,0.0363889109986747,45.0,548.0,0.777749,0.92696,0.972684
197909.97,13627.05,211537.02,219.04208802456435,311.22,79.3,1070020.5999999968,80.15578300921187,85.0,97.48618219037871,100.0,True,2026-01-10T00:49:12.008694,False,True,0.5730622106200116,0.0500700859549767,57.0,7916.0,0.780575,0.927553,0.973872
270243.65,18488.1,288731.75,221.6636708102441,310.32,85.68,1480048.3299999998,80.15006739553692,85.0,97.78373521042384,100.0,True,2026-01-10T02:45:01.805270,False,True,0.4096729948526522,0.0393751504933621,79.0,6853.0,0.775857,0.924584,0.970903
